id,vanilla_rag_output,bleu_score,true_answer
10,"David Niven won his only Academy Award in 1959 for the film ""Separate Tables.""",0.034430441335820114,"['Separate Tables', 'SEPARATE TABLES', 'Separate tables', 'separate tables', 'separate tables play', 'Separate Tables (play)']"
11,"The title character's last words ""the rest is silence"" are from Shakespeare's play ""Hamlet.""",0.03876660342461716,"['Hamlet', 'tragedy of hamlet prince of denmark', 'hamlet', 'The Tragedy of Hamlet, Prince of Denmark', 'Hamlet (play)', 'Hamlet, Prince of Denmark', 'Marcellus (Hamlet)', 'murder of gonzago', 'man delights not me', 'hamlet of denmark', 'Tragical History of Hamlet Prince of Denmark', 'revenge of hamlett prince of denmarke', 'marcellus hamlet', 'The Revenge of Hamlett, Prince of Denmarke', 'goodnight sweet prince', 'Hamlet (Shakespeare)', 'Goodnight sweet prince', 'william shakespeare s hamlet', ""William Shakespeare's Hamlet"", 'tragicall historie of hamlet prince of denmarke', 'Bernardo (character)', 'The Murder of Gonzago', 'The Tragicall Historie of Hamlet, Prince of Denmarke', 'The Tragical History Of Hamlet Prince of Denmark', 'hamletian', 'hamlet shakespeare', 'The Murder Of Gonzago', 'Man delights not me', 'The Tragedy of Hamlet Prince of Denmark', 'The tragical history of Hamlet', 'The Tragical History of Hamlet, Prince of Denmark', 'Hamletian', 'Hamlet of Denmark', 'The Tragicall Historie of Hamlet, Prince of Denmarke.', 'Bernardo (Hamlet)', 'hamlet play', 'Tragical History of Hamlet, Prince of Denmark', 'bernardo hamlet', 'hamlet prince of denmark', 'The Tragedy Of Hamlet Prince Of Denmark', 'tragedy of hamlet', 'tragical history of hamlet prince of denmark', 'bernardo character', 'tragical history of hamlet', 'The Tragedy of Hamlet']"
12,"The Channel 4 TV show that included presenters Mark Lamarr, Amanda De Cadenet, and Terry Christian is ""The Word.""",0.025086227775547153,"['The Word', 'The Word', 'The Word', 'The Word', 'The word', 'word', 'word disambiguation', 'The Word (disambiguation)', 'word film', 'The Word (film)']"
13,"Highclere Castle in Hampshire is the filming location for the current ITV1 series ""Downton Abbey.""",0.03265830837077511,"['Downton Abbey', 'Downton Abbey', 'Downton Abbey', 'Lavinia Swire', 'donton abbey', 'lavinia swire', 'Donton Abbey', 'Downtown abbey', 'Downtown Abbey', 'downtown abbey', 'Downton abbey', 'downton abbey']"
14,The 1987 film ‘Cry Freedom’ is a biographical drama about South African civil rights leader Steve Biko.,0.029639798258145823,"['Steve Biko', 'steven biko', 'Bantu Steven Biko', 'Stephen Bantu Biko', 'stephen biko', 'Steve Bantu Biko', 'Steven Biko', 'stephen bantu biko', 'Gerhardus Hattingh', 'steve biko', 'steve bantu biko', 'gerhardus hattingh', 'bantu steven biko', 'Stephen Biko']"
15,"The Gunfight at the OK Corral took place in Tombstone, Arizona, in 1881.",0.01571523700545522,"['Tombstone', 'Headstones', 'tomb stone', 'Memorial stone', 'grave stone', 'headstones', 'Head-stone', 'Gravestone', 'tombstones', 'Gravemarker', 'gravemarker', 'Grave marker', 'headstone', 'Grave stone', 'grave marker', 'gravestones', 'tombstone', 'gravestone', 'Tomb stone', 'memorial stone', 'Tombstones', 'Tombstone (burial)', 'Tomb-stone', 'Headstone', 'head stone', 'tombstone burial', 'Gravestones', 'Grave-stone', 'Head stone']"
16,"Composite, Shield, and Cinder Cone are all types of volcanoes.",0.022267157315461233,"['Erupt', 'Volcanoe facts', 'Last eruption', 'Rift volcano', 'Valcanos', 'Erupting volcano', 'inactive volcano', 'potentially active volcano', 'Volcanoe', 'valcanos', 'Volcanic aerosols', 'active volcano', 'Extinct volcano', 'Active Volcano', 'erupting volcano', 'volcanic vents', 'Inactive volcano', 'all about volcanos', 'crater row', 'dormant volcanoes', 'Active worlds in the Solar System', 'last eruption', 'dormant volcano', 'volcano geological landform', 'volcanic', 'Volcanicity', 'Volcanic activity', 'volcano eruption', 'Dormant volcanoes', 'Volcanic mountains', 'volcanic vent', 'Volcanoes', 'rift volcano', 'volcanoes', 'Extinct Volcano', 'volcanic activity', 'volcanic mountains', 'volcanoe', 'Dormant volcano', 'Volcanos', 'Volcano eruption', 'volcanic aerosols', 'Crater Row', 'active worlds in solar system', 'Active volcano', 'Valcano', 'Potentially active volcano', 'All about Volcanos', 'most active volcano', 'Most active volcano', 'most active volcanoes', 'Most-active volcano', 'volcanoe facts', 'volcanicity', 'volcanos', 'erupt', 'Volcanic mountain', 'extinct volcano', 'volcano', 'Most-active volcanoes', 'Volcano', 'Extinct volcanoes', 'valcano', 'Volcanic', 'Volcanic vents', '🌋', 'volcanic mountain', 'Volcano (geological landform)', 'extinct volcanoes', 'Volcanic vent']"
17,"The first solo UK number 1 single ""I Only Have Eyes for You"" in September 1975 was by Art Garfunkel.",0.026079727554951214,"['Art Garfunkel', 'Art garfunkel', 'garfunckel', 'Garfunckel', 'Arthur Garfunkel', 'Garfunckle', 'art garfunkel', 'Art Garfunkle', 'Tom Graph', 'Art garfunkle', 'tom graph', 'garfunkl', 'garfunckle', 'arthur garfunkel', 'Garfunkl', 'art garfunkle']"
18,The country that will host the 2014 FIFA World Cup is Brazil.,0.022267157315461233,"['Brazil', 'Brazil', 'Brasil', 'ISO 3166-1:BR', 'Barzil', 'federal republic of brazil', 'Brésil', 'bresil', 'Brzil', 'brazilian republic', 'brzil', 'brazil country', 'etymology of brazil', 'Bresil', 'Republic of Brazil', 'Brazilo', 'iso 3166 1 br', 'brassil', 'Federal Republic of Brazil', 'Brassil', 'brasil', 'Etymology of Brazil', 'Republica Federativa do Brasil', 'Brazil (country)', 'Federative Republic of Brazil', 'republic of brazil', 'brésil', 'brazil', 'republica federativa do brasil', 'Brazilian Republic', 'brazilian federative republic', 'brazilo', 'Brazilian Federative Republic', 'república federativa do brasil', 'República Federativa do Brasil', 'federative republic of brazil', 'barzil']"
19,"The quote ""I married beneath me, all women do"" is attributed to Lady Nancy Astor, the first woman to sit as a Member of Parliament in the British House of Commons.",0.05251300719349975,"['Nancy Astor, Viscountess Astor', 'Nancy Witcher Astor, Viscountess Astor, CH', 'Viscountess Astor', 'Lady Astor', 'Nancy Witcher Langhorne', 'Nancy Witcher Astor, Viscountess Astor', 'Nancy Langhorne', 'Nancy Astor', 'lady nancy astor', 'nancy astor mini series', 'Astor, Nancy Witcher Langhorne, Viscountess Astor', 'nancy w astor', 'astor nancy witcher langhorne viscountess astor', 'Nancy Astor (mini-series)', 'viscountess astor', 'Nancy Witcher (Langhorne) Astor', 'nancy astor', 'nancy witcher astor viscountess astor', 'lady astor', 'nancy witcher langhorne', 'nancy langhorne', 'nancy witcher astor viscountess astor ch', 'nancy witcher langhorne viscountess astor astor', 'viscountess astor astor nancy witcher langhorne', 'Lady Nancy Astor', 'nancy astor viscountess astor', 'Nancy astor', 'Nancy W. Astor', 'Nancy Witcher Astor', 'Viscountess Astor Astor Nancy Witcher Langhorne', 'Nancy Witcher Langhorne, Viscountess Astor Astor', 'nancy witcher langhorne astor', 'nancy witcher astor']"
20,The name of the racecourse in Louisville where the Kentucky Derby is run is Churchill Downs.,0.034430441335820114,"['CHURCHILL DOWNS', 'Churchill Downs', 'Churchill Downs', 'churchill downs racetrack', 'churchill downs', 'Churchill Downs Racetrack']"
21,The most recent census in the UK was conducted in 2021.,0,"['2001', 'two thousand and one']"
22,The first name of the character played by John Travolta in Saturday Night Fever is Tony.,0.014936192853457254,"['Tony', 'Tony', 'tony footballer', 'Tony (footballer)', 'Tony (film)', 'Tony (disambiguation)', 'tony disambiguation', 'Tonie', 'tonie', 'tony film', 'tony']"
23,"The political treatise ‘The Prince’, published in 1532, was written by Niccolò Machiavelli.",0.03614235940193449,"['Niccolò Machiavelli', 'Machiavellia', 'Machiavelli', ""Machiavelli's"", 'Nioccolo Machiavelli', 'nicoló machiavelli', 'Machiavellian test', 'machiavellian test', 'macchiavelianism', 'macchiavelli', 'Niccolo Machiavelli', 'macchiavelian', 'nicoli machiavelli', 'Macavelli', 'Niccol Machiavelli', 'Niccolò di Bernardo dei Machiavelli', 'marietta corsini', 'machevelli', 'machiavilli', 'niccol machiavelli', 'machaevelli', 'Machiavelian', 'Machaevelli', 'Macchiavelian', 'Makiavelo', 'Machavellian', 'Macchiaveli', 'machievelli', 'niccolò di bernardo dei machiavelli', 'Niccolo Macchiavelli', 'macavhelli', 'Nicolo Machiavelli', 'Niccolo di Bernardo dei Machiavelli', 'Machiavelli, Niccolò', 'Macavhelli', 'machiavellia', 'Machiaveli', 'Macchiavelianism', 'Machievel', ""Niccolo' Macchiavelli"", 'Nicollo Machiavelli', 'machiavelian', 'Nicolò Machiavelli', 'niccolò machiavelli', 'Machevelli', 'machiavelli', 'Machiavelliism', 'machavellian', 'machiavelli niccolo', 'Marietta Corsini', 'Macchiavelli', 'Nicole Machiavelli', 'Machiavelli, Niccolo', 'machavelli', 'niccolo di bernardo dei machiavelli', 'machiavelliism', 'Nicoli Machiavelli', 'niccoló macchiavelli', 'nicholas machiavelli', 'nicolo machiavelli', 'machiavelli niccolò', 'nicollo machiavelli', 'machievel', 'machiavelli s', 'nicole machiavelli', 'niccolò macchiavelli', 'nicholas machiavell', 'fawce', 'Nicoló Machiavelli', 'machiaveli', 'macavelli', 'machiavelians', 'Machiavilli', 'Nicholas Machiavelli', 'Niccolò Macchiavelli', 'nioccolo machiavelli', 'Fawce', 'niccolo macchiavelli', 'nicolò machiavelli', 'Nicholas Machiavell', 'Machievelli', 'macchiaveli', 'Niccol%5CxC3%5CxB2 Machiavelli', 'Niccoló Macchiavelli', 'Machavelli', 'makiavelo', 'niccolo machiavelli', 'niccol 5cxc3 5cxb2 machiavelli', 'Machiavelians']"
24,The largest known volcano in our solar system is on Mars. It is called Olympus Mons.,0.014238348381961592,"['Mars', 'Mars', 'Mars', 'magnetosphere of mars', 'sol iv', 'Mars (Planet)', '2003 opposition of mars', 'physical characteristics of mars', 'fourth planet', 'Sol 4', 'Sun e', 'Fourth planet', 'planet mars', 'mars orbit', 'Marte (planet)', 'Sol IV', 'marte planet', 'Physical characteristics of Mars', 'mars surface features', 'Planet Mars', 'hydrology of mars', '4th planet', 'Mars surface features', 'sol e', 'Mars/Planet', 'sol 4', 'oblate mars', '2003 opposition of Mars', 'Sol e', 'mars opposition', 'Magnetosphere of Mars', 'Oblate Mars', 'mars', 'Mars orbit', 'Mars (planet)', 'Sol-4', 'Mars opposition', 'mars planet', 'Opposition of Mars', 'sun e', 'opposition of mars', 'Hydrology of Mars']"
25,"The country in which democratic elections were held in May 1989, and where Guillermo Endara was elected president but the results were annulled by the existing government, is Panama.",0.010479097231107725,"['Panamanian', 'Panamanian', 'Panamanian', 'Panama', 'Panama', 'Panama', 'Republic of Panama', 'Panamá', 'Republic of Panamá', 'panamanian', 'iso 3166 1 pa', 'etymology of panama', 'Administrative divisions of Panama', 'república de panamá', 'República de Panamá', 'panamà', 'Panamà', 'Etymology of Panama', 'ISO 3166-1:PA', 'Subdivisions of Panama', 'Sport in Panama', 'panama', 'republic of panama', 'sport in panama', 'Name of Panama', 'subdivisions of panama', 'administrative divisions of panama', 'name of panama', 'panamá', 'republic of panamá']"
26,"The book ""Don Quixote"" was written by Miguel de Cervantes.",0.11057078116370667,"['The proof of the pudding', 'Cervantes', 'Miguel de Cervantes', 'cervantès', 'Cervantès', 'cervantes saavedra miguel de', 'cervantes', 'miguel saavedra de cervantes', 'Miguel De Cervantes', 'miguel de cervantes saavedra', 'Miguel de Cervantes y Saavedra', 'Cervantes Saavedra, Miguel de', 'michael de cervantes saavedra', 'Don Miguel de Cervantes y Saavedra', 'Michael de Cervantes Saavedra', 'miguel cervantez', 'Cervantes Saavedra', 'cervantes saavedra miguel de writer', 'Miguel saavedra de cervantes', 'don miguel cervantes y saavedra', 'miguel de servantes', 'Miguel Cervantes', 'saavedra cervantes', 'Miguel de Cervantes-Saavedra', 'don miguel de cervantes y saavedra', 'Saavedra Cervantes', 'Miguel de cervantes saavedra', 'Miguel de cervantes', 'Miguel de servantes', 'proof of pudding', 'Miguel Cervantez', 'Cervantes Saavedra, Miguel de--Writer', 'Servantes', 'miguel de cervantes', 'servantes', '(Miguel de) Cervantes', 'miguel cervantes', 'de cervantes', 'Miguel Saavedra de Cervantes', 'cervantes saavedra', 'miguel de cervantes y saavedra', 'Miguel de Cervantes Saavedra', 'De Cervantes', 'Miguel de Servantes', 'Don miguel cervantes y saavedra', 'Don Miguel Cervantes y Saavedra']"
27,"In Arthurian legend, it was Sir Bedivere who threw Excalibur back into the Lake.",0.020682415030268957,"['Bedrydant', 'Bedevere', 'Bedivere', 'Bedivere', 'Bedivere', 'Bedwyr', 'Bedwyr', 'Bedwyr Bedrydant', 'bedoier', 'sir bedevere', 'Bédoier', 'bédoier', 'bedivere of perfect sinews', 'BEDIVERE', 'bedivere', 'Bewyr', 'Bedoier', 'Bedivere of the Perfect Sinews', 'bedwyr', 'bedrydant', 'Sir Bedevere', 'bedwyr bedrydant', 'bedevere', 'bewyr']"
28,The car manufacturer that has its headquarters at Martorell near Barcelona is SEAT.,0.020912708837155788,"['SEAT', 'SEAT', 'S.E.A.T.', 'Sociedad Española de Automóviles de Turismo', 'SEAT, S.A.', 'Sociedad Espanola de Automoviles de Turismo', 'seat s', 'SEAT S.A.', 'S. E. A. T.', 's e t', 'sociedad espanola de automoviles de turismo', 'seat', 'sociedad española de automóviles de turismo']"
29,An analgesic drug is commonly called a painkiller.,0.033866335496821456,"['Analgesic drugs', 'Analgesics', 'Analgesic', 'analgetics', 'pain killing drug', 'Painkillers', 'topical analgesic', 'painkillers', 'Analgesic effects on digestion', 'Topical analgesic', 'analgesic effects on digestion', 'Pain killers', 'pain medication', 'analgesia', 'Pain pills', 'analgetic', 'painkiller', 'Analgaesic', 'Pain killing drug', 'analgaesic', 'algesic', 'Pain medication', 'pain pills', 'Pain-reliever', 'antinociception', 'Pain Killer', 'Nonopiod analgesics', 'Pain reliever', 'Analgetic', 'pain relievers', 'nonopiod analgesics', 'pain medications', 'Pain killing', 'analgesic', 'Pain-killers', 'Pain Relievers', 'pain killing', 'analgesic drugs', 'Pain-killing', 'Pain-killer', 'Algesic', 'pain killer', 'Analgesia', 'Analgetics', 'pain killers', 'pain reliever', 'Painkiller', 'Antinociception', 'Pain killer', 'analgesics', 'Pain medications']"
30,The moons of Uranus are named after Shakespearian characters.,0.056950849982219685,"['Sun h', 'Uranus', 'Uranus', 'Uranus', 'uranus', 'discovery of uranus', 'Magnetosphere of Uranus', 'Urano (planet)', 'Sol VII', 'Astronomy Uranus', 'Seventh planet', 'planet uranus', 'george s star', '34 Tauri', 'Sol h', 'georgium sidus', ""George's Star"", 'sao 158687', 'Uranos (planet)', 'magnetosphere of uranus', 'SAO 158687', 'sol vii', '7th planet', 'Georgian planet', 'Uranus (astronomy)', 'Planet Uranus', 'uranus planet', 'uranos planet', 'sol h', '34 tauri', 'Sol-7', 'Uranus (Planet)', 'hd 128598', 'georgian planet', 'HD 128598', 'Georgium Sidus', '⛢', 'sol 7', 'Discovery of Uranus', '♅', 'Sol 7', 'Uranus (planet)', 'sun h', 'astronomy uranus', 'seventh planet', 'urano planet', 'uranus astronomy']"
31,The river that flows through Cologne is the Rhine River.,0.06831469347957728,"['Rhine', 'Rhine', 'The Rhine', 'The Rhine', 'Rhine river', 'Rhine basin', 'Rijn', 'River Rhine', 'Length of the Rhine', 'Rhein (river)', 'rhinen', 'rhein river', 'river rhine pollution november 1986', 'Rhine mouth', 'alpenrhein river', 'Rhine (river)', 'Rhinen', 'Rhine River', 'rhine basin', 'rayn', 'Rhinewater', 'rhine mouth', 'Rayn', 'upper rhine river plains', 'Rhein River', 'Alpenrhein River', 'rhine estuary', 'river rhine', 'River Rhine Pollution: November 1986', 'rhinewater', 'rhine', 'Upper Rhine River Plains', 'Rhine Estuary', 'length of rhine', 'rhine river', 'River Rhein', 'rijn', 'river rhein']"
32,Tintern Abbey stands on the River Wye.,0.03401086821506398,"['Wye', 'wye', 'wye disambiguation', 'wye river', 'Wye (disambiguation)', 'Wye River']"
33,The US president who controversially granted Nixon a full pardon over the Watergate scandal was Gerald Ford.,0.04466945939898774,"['Ford administration', 'President Gerald Ford', 'Gerald Ford', 'Gerald Ford', 'Gerald Ford', '38th President of the United States', '38th President of the United States', '38th President of the United States', '38th President of the United States', 'President Ford', 'President Ford', 'gerald ford', 'Presidency of gerald ford', 'nixon pardon', 'Presidency of Gerald R. Ford', 'Presidency of Gerald Ford', 'Presidency of Gerald Ford administration', 'Gerald R. Ford, Jr', 'Gerald fod', 'Leslie Lynch King', 'Gerald R Ford', 'Leslie King, Jr', 'gerald r ford jr', 'gerald rudolph ford', 'leslie l king', 'Assassination attempts on Gerald Ford', 'Leslie Lynch King Jr.', 'u s president gerald ford', 'Ford Administration', 'gerald rudolph jr ford', 'Leslie Lynch King Jr', 'leslie lynch king jr', 'Gerald ford', 'Nixon pardon', 'presidency of gerald r ford', 'president gerald ford', 'gerald r ford', 'birth and life of gerald ford', 'Gerald Rudolph Ford', 'president gerald r ford', 'gerald rudolph ford jr', 'gerald fod', 'Vice President Ford', 'Birth and life of Gerald Ford', 'President Gerald R. Ford', 'Gerald R. Ford', 'Leslie L. King', 'leslie king jr', 'presidency of gerald ford', 'vice president ford', 'Gerald R. Ford, Jr.', 'Leslie King, Jr.', 'Gerald Ford, Jr.', 'president ford', 'assassination attempts on gerald ford', 'gerry ford', 'Gerald Rudolph Ford, Jr.', '38th president of united states', 'Leslie Lynch King, Jr.', 'ford administration', 'jerry ford', 'Jerry Ford', 'Gerald R. Ford Jr.', 'Leslie Lynch King, Jr', 'GERALD FORD', 'Gerry Ford', 'Leslie L King', 'leslie lynch king', 'U.S. President Gerald Ford', 'gerald ford jr', 'presidency of gerald ford administration', 'Gerald Rudolph, Jr. Ford', 'Gerald Rudolph Ford Jr.']"
34,"Roald Dahl's BFG was a big, friendly giant.",0.021598265052211615,"['Giant', 'Giant', 'giant', 'giant disambiguation', 'The Giant', 'Giant (film)', 'giant album', 'The Giant (album)', 'giant film', 'Giant (album)', 'giants', 'The Giant (disambiguation)', 'giants disambiguation', 'Giants (album)', 'The Giants', 'Giants (disambiguation)', 'Giants', 'giants album', 'The Giants (disambiguation)', 'Giant (disambiguation)']"
35,The war you are referring to is the Franco-Prussian War.,0.05190794196013298,"['Franco-German war', 'War of 1870', 'Franco–Prussian War', 'Franco-Prussian War', 'Franco-Prussian War', 'Franco-Prussian War', 'Franco-Prussian War', 'Franco-Prussian War', 'Guerre franco-allemande', 'franco german war of 1870', 'France german war', '1870 war', 'Franco/Prussian Wars', 'First Battle of Orleans', 'deutsch franzosischer krieg', 'franco german war', 'French-Prussian War', 'first battle of orleans', 'French german war', 'Franco-prussian war', 'deutsch französischer krieg', 'Franco-German War of 1870', 'german french war', '1870 War', 'guerre franco allemande', 'invasion of france 1870', 'French-German War', 'Invasion of France (1870)', 'french prussian war', 'francoprussian war', 'Deutsch-Französischer Krieg', 'Franco-Prussian war', 'German-French War', 'prussian french war', 'france german war', 'Guerre Franco-Allemande', 'war of 1870', 'Prussian-French war', 'Deutsch-Franzosischer Krieg', 'Francoprussian war', 'franco prussian wars', 'Franco Prussian War', 'french german war', 'French-Prussian war', 'Franco-German War', 'franco prussian war', 'franco–prussian war', 'Battle of Sarrebruck', 'battle of sarrebruck']"
36,"Zoophobia is a fear of animals. It can encompass a wide range of specific fears related to different types of animals, such as fear of dogs (cynophobia), fear of cats (ailurophobia), or fear of insects (entomophobia), among others.",0.01622031960480934,"['Animal', 'Animals', 'Metazoon', 'animalia kingdom', 'Basal metazoan', 'anamalia', 'metazoa', 'Anumal', 'water animal', 'Non-human animal', 'Metazoic', 'animal life', 'animal body', 'kingdomanimalia', 'kingdom animal', 'Classification of animals', 'Kingdom animal', 'anumal', 'Animal reproduction', 'Animal Characteristics', 'ANIMAL', 'animal characteristics', 'Water animal', 'Animal Phylogeny', 'metazoans', 'Animal phylum', 'KingdomAnimalia', 'Nonhuman animal', 'metazoic', 'non human animal', 'animal reproduction', 'Basal metazoa', 'Animal (Metazoan) Evolution', 'animals', 'Animalia', 'New Animal Phylogeny', 'basal metazoan', 'animal phylogeny', 'metazoon', 'Metazoan', 'kingdom animalia', 'nonhuman animal', 'animal metazoan evolution', 'animal types', 'Metazoans', 'metazoan', 'basal metazoa', 'New animal phylogeny', 'Animal life', 'Kingdom Animalia', 'new animal phylogeny', 'classification of animals', 'Metazoa', 'Anamalia', 'Kingdom animalia', 'animal', 'Animalia Kingdom', 'Animal body', 'animal phylum', 'Animal types', 'animalia', 'Kingdom Animal']"
37,"The son of a famous singer who directed the films ""Moon"" and ""Source Code"" is Duncan Jones. His father is the iconic musician David Bowie.",0.021999479546612976,"['Duncan Jones', 'duncan jones', 'zoe bowie', 'Zoe Bowie', 'Zowie Bowie', 'zowie bowie']"
