id,vanilla_rag_output,correctness,true_answer
72,"If you are standing at Tanjung Piai, the southernmost point of mainland Asia, you can see the skyline of Singapore across the Johor Strait.",False,[]
73,"The passages provided do not specifically mention the color of Robin's cape in the 1960s television series. However, it is widely known that in the 1960s ""Batman"" television series, Robin, portrayed by Burt Ward, wore a cape that was primarily red. If you need more detailed information or context, please let me know!",False,[]
74,"The fictional character ""Tilly Trotter"" was created by author Catherine Cookson.",False,[]
75,The only country to share a land border with Denmark is Germany.,False,[]
76,"The passages provided do not contain information about the youngest person to become president of the USA. However, based on historical knowledge, the youngest person to become president of the USA is Theodore Roosevelt, who assumed office at the age of 42. If you are looking for the youngest elected president, that would be John F. Kennedy, who was elected at the age of 43.",False,[]
77,Shane Warne is associated with cricket.,False,[]
78,Fenella Fielding played the character 'Valeria' in the film Carry On Screaming!.,False,[]
79,"After World War II, State Shinto was disestablished as the state religion of Japan.",False,[]
80,"Tybalt is a character in William Shakespeare's play ""Romeo and Juliet.""",False,[]
81,Alan Minter was the World boxing champion in the middleweight division.,False,[]
82,The only figure skater to win 3 consecutive Winter Olympic gold medals is Gillis Grafström.,False,[]
83,"In the Pokémon series, you have ""gotta catch 'em all.""",False,[]
84,"Ennio Morricone wrote the original music score for the 2015 film ""The Hateful Eight,"" marking his first complete Western score in 35 years. He won the Golden Globe Award for Best Original Score for this work.",False,[]
85,"The Chillingham cattle, which include bulls, are described as being white with coloured ears. Specifically, the ear colour for Chillingham cattle is red. Therefore, the Chillingham Bull would be primarily white with red ears.",False,[]
86,Otology is a branch of medicine concerned with the ear.,False,[]
87,"Haiti is considered the first black-led republic in the world. It gained independence from France in 1804, following a successful slave revolt, and became the first nation to be led by former enslaved people.",False,[]
88,The writer and politician who became Lord Tweedsmuir is John Buchan.,False,[]
89,"The Scarman report dealt with the Brixton Riots, which occurred in London between April 10th and April 12th, 1981.",False,[]
90,"The passage does not provide the International Vehicle Registration code for Cambodia. It only mentions the vehicle registration codes for Cameroon and Thailand. Therefore, based on the provided passages, the International Vehicle Registration code for Cambodia is not specified.",False,[]
91,The scripts for the TV series Downton Abbey are written by Julian Fellowes.,False,[]
92,Delaware is known as The First State as it was the first to ratify the Constitution in 1787.,False,[]
93,"The song ""Diamonds Are a Girl's Best Friend"" was famously performed by Marilyn Monroe in the 1953 film ""Gentlemen Prefer Blondes.""",False,[]
94,"The musical term that means 'very loud' is ""forte.""",False,[]
95,Arthur Thistlewood led the Cato Street Conspiracy in 1820.,False,[]
96,"Charles Lindbergh was buried on the grounds of the Palapala Ho'omau Church in Kipahulu, Maui.",False,[]
97,"Johnny Depp played a policeman called Ichabod Crane in the film ""Sleepy Hollow,"" directed by Tim Burton.",False,[]
98,The President of the USA who has daughters named Malia Ann and Natasha (known as Sasha) is Barack Obama.,False,[]
99,The most populated city in America is New York City.,False,[]
100,"The American legal TV drama-comedy that aired from 2004 to 2008, a spin-off of ""The Practice,"" and followed the exploits of attorneys at Crane, Poole & Schmidt is ""Boston Legal.""",False,[]
101,"The name of the international cricket ground in Brisbane, Australia is the Brisbane Cricket Ground, commonly known as the Gabba.",False,[]
102,"Mount Fujiyama, also known as Mount Fuji, is located on the island of Honshu in Japan.",False,[]
103,Jonny Wilkinson wore the number 10 shirt for England in the 2011 Rugby World Cup.,False,[]
104,"The Olympic gold medallists Roger Ducret, Lucien Gaudin, Laura Flessel-Colovic, Gaston Alibert, Pascale Trinquet, Christian d'Oriola, Jehan Buhan, and Albert Robert Ayat represented France in the sport of fencing.",False,[]
105,"The alcoholic drink whose name means 'little water' and was first distilled from grain in the 8-9th centuries in NE Europe is ""vodka."" The term ""vodka"" is derived from the Slavic word ""voda,"" which means ""water.""",False,[]
106,The 1995 autobiography ‘Dreams From My Father’ is by Barack Obama.,False,[]
107,"The passages provided do not contain information about who gave Harry Potter his first kiss. Therefore, based on the information available, I cannot answer that question.",False,[]
108,"Noël Coward was English, so he died in England.",False,[]
109,The Wirral-born Radio 1 disc jockey who died in Peru in 2004 is John Peel.,False,[]
110,"The title of George Washington's pronouncement in 1793 that provided a basis for the USA to avoid any involvement in foreign conflicts is the ""Proclamation of Neutrality.""",False,[]
111,The waters of the Gulf of Mexico flow to meet the Atlantic Ocean through the Florida Straits.,False,[]
112,"The passages provided do not mention a specific movie that earned Eddie Murphy the Golden Raspberry for Worst Actor, Worst Supporting Actor, and Worst Supporting Actress in 2007. Instead, they discuss his nominations for ""Norbit"" in 2007, where he was nominated for Worst Actor and Worst Screen Couple. Therefore, based on the information given, it is not possible to identify a movie that earned him those specific Razzie awards.",False,[]
113,"Raul Julia played Gomez Addams in the 1993 film ""Addams Family Values.""",False,[]
114,Gibraltar is linked by ferry to Tangier in Morocco.,False,[]
115,"The passages provided do not contain information about the winner of ""Hell's Kitchen 2009."" However, based on external knowledge, the winner of ""Hell's Kitchen"" Season 6, which aired in 2009, was Dave Levey.",False,[]
116,Nagaland is a constituent state of India.,False,[]
117,"Saint Fidelis Church, otherwise known as The Cathedral of the Plains, is located in Kansas.",False,[]
118,"Chatham Dockyard is located in Kent, South East England.",False,[]
119,"A frugivore feeds mostly on raw fruits, succulent fruit-like vegetables, roots, shoots, nuts, and seeds.",False,[]
120,"Rincewind and 'The Luggage' appear in the Discworld series of books, written by Terry Pratchett.",False,[]
121,"A 'mullet' on a coat of arms is a star with straight arms and typically five points. It is used as an heraldic charge and is associated with knightly rank. The mullet is a traditional symbol in British heraldry, often serving as a mark of cadency for the third son.",False,[]
122,Phewa Lake is located in Nepal.,False,[]
123,A P McCoy rode his 4000th winner at Towcester.,False,[]
124,"The living part of Australia's Great Barrier Reef is approximately 20,000 years old. This estimate is based on the information that the reef has been formed since the last Ice Age, which ended around 20,000 years ago.",False,[]
125,"The Duke of Wellington's suggestion of ""Sparrowhawks"" to Queen Victoria was made in connection with the control of birds at the Crystal Palace.",False,[]
126,"The 'T' in the name of 'Captain James T. Kirk' in 'Star Trek' originally stood for ""Tiberius."" This was revealed in the animated series ""Star Trek: The Animated Series,"" specifically in the episode ""Bem.""",False,[]
127,The Anabasis was written by the classical author Xenophon.,False,[]
128,The Royal British Legion was founded in 1921.,False,[]
129,"The passage does not explicitly name the film that was the first sequel to win a Best Picture Oscar. However, it mentions that the film in question is the second in a film series and could be viewed as the first ""sequel"" to ever be nominated for Best Picture. Unfortunately, without additional context or a specific title provided in the passages, I cannot identify the film.",False,[]
130,"J. D. Salinger's most famous novel is ""The Catcher in the Rye.""",False,[]
131,"The passages provided do not mention any specific rugby league team that played at Langtree Park in 2012. They only reference a match between Australia and Fiji that took place at Langtree Park during the 2013 Rugby League World Cup. Therefore, based on the information given, it is not possible to determine which team played at Langtree Park in 2012.",False,[]
132,"The controversy with the single ""Hello, I Love You"" in 1968 was generated when the press pointed out its resemblance to the 1965 hit ""All Day and All of the Night"" by the Kinks.",False,[]
133,"Bruno Senna is the nephew of the late Formula 1 legend Ayrton Senna, who signed to drive for the Williams team.",False,[]
134,"The passages provided do not mention anyone known as ""Iron Eyes"" in the context of the Wild West. Therefore, based on the information given, I cannot identify who ""Iron Eyes"" refers to. If you have additional context or sources, I would be happy to help further!",False,[]
135,The navy that destroyed the Russian fleet at Port Arthur after a number of attacks in 1904 and 1905 was the Japanese Navy.,False,[]
136,"The surname of the title character in ""Anne of Green Gables"" is Shirley.",False,[]
137,"Gary Busey played the role of Buddy Holly in the 1978 film ""The Buddy Holly Story.""",False,[]
138,"Isoprene, butadiene, and nitrile are all types of monomers.",False,[]
139,"The passages provided do not contain any information about Admiral Sir Miles Messery or any alternative names he may have been known by in literature and films. Therefore, I cannot answer the question based on the given passages.",False,[]
140,"The Forest of Arden is primarily located in Warwickshire, England.",False,[]
141,"The TV comedy that had characters McLaren, Blanco, and Warren is ""The Last Resort.""",False,[]
142,"Silkworms feed on the leaves of the mulberry tree, specifically for the silkworm ""Bombyx mori."" Additionally, wild silkworms like ""Antheraea paphia"" feed on several trees, including ""Anogeissus latifolia,"" ""Terminalia tomentosa,"" ""Terminalia arjuna,"" ""Lagerstroemia parviflora,"" and ""Madhuca indica."" Other wild silkworms, such as ""Antheraea assamensis,"" and ""Philosamia synthia ricini,"" also feed on different plants.",False,[]
143,"Adele's surname is ""Adkins.""",False,[]
144,"Michael J. Fox travels back to the year 1885 in the Wild West in the 1990 film ""Back to the Future Part III.""",False,[]
145,The first British golfer to win the US Masters was Sandy Lyle.,False,[]
146,The Reign of Terror was a period in the revolution of France.,False,[]
147,The US state capital of Vermont is Montpelier.,False,[]
148,The American roadrunner belongs to the family Cuculidae.,False,[]
149,"The French author who wrote the fairy tales ""Little Red Riding Hood,"" ""Sleeping Beauty,"" and ""Puss in Boots"" is Charles Perrault.",False,[]
150,"The passages provided do not contain information about the winner of Celebrity Big Brother on Red Nose Day 2001. Therefore, I cannot answer that question based on the given text.",False,[]
151,"Between 1838 and 1839, France fought against Mexico in the so-called Pastry War.",False,[]
152,Catherine of Braganza was married to King Charles II of England from 1662 to 1685.,False,[]
153,"Each section of ten beads on a rosary is called a ""decade.""",False,[]
154,"River Phoenix died during the filming of ""Dark Blood.""",False,[]
155,"The car company that commissioned ""Cars,"" a series of artworks by Andy Warhol in 1986, is Mercedes-Benz.",False,[]
156,The Catskill Mountains are located in the state of New York.,False,[]
157,"Mike Joyce, Johnny Marr, Stephen Morrissey, and Andy Rourke were members of the pop group The Smiths.",False,[]
158,"The Wasp Factory was the debut novel of author Iain Banks, who died in 2013.",False,[]
159,"The composer who wrote the musical for the 18th-century opera ""Idomeneo"" is Wolfgang Amadeus Mozart.",False,[]
160,"You would find Half Dome in Yosemite National Park, California.",False,[]
161,Mao Zedong proclaimed the People's Republic of China in 1949.,False,[]
162,Astana is the capital of Kazakhstan.,False,[]
163,"Graça Machel is the widow of Nelson Mandela, the former President of South Africa.",False,[]
164,The Zanu-PF political body is based in Zimbabwe.,False,[]
165,The British playwright who wrote the screenplay for the 1998 film 'Shakespeare In Love' is Tom Stoppard.,False,[]
166,The bones of King Richard III have been discovered under a car park in Leicester.,False,[]
167,"‘Barwick Green’ is the theme tune to the BBC Radio 4 series ""The Archers"".",False,[]
168,A drupe is a type of fleshy fruit.,False,[]
169,"The passages provided do not specify the town of David Garrick's birthplace. However, historical records indicate that he was born in Hereford, England.",False,[]
170,The Kalahari Desert lies chiefly in Botswana.,False,[]
171,"In the stories by Joel Chandler Harris, Brer Rabbit often finds himself in a terrible tangle due to the cunning and trickery of Brer Fox. Brer Fox is a recurring antagonist who devises various schemes to catch Brer Rabbit.",False,[]
172,"Mel Gibson played the figure from Scottish history, William Wallace, in the 1995 film ""Braveheart.""",False,[]
173,"The passages provided do not specify the exact number of double-word score squares on a standard Scrabble board. However, it is known from general knowledge that a standard Scrabble board has 7 double-word score squares.",False,[]
174,"The flower known as the Lent Lily is the daffodil, specifically Narcissus pseudonarcissus.",False,[]
175,St. Peter was a fisherman by occupation before becoming one of the Twelve Apostles and the leader of the early Church.,False,[]
176,Manama is the capital of Bahrain.,False,[]
177,The Napoleonic war novels featuring Stephen Maturin were written by Patrick O'Brian.,False,[]
178,"MMORPG stands for Massively Multiplayer Online Role-Playing Game. It is a genre of video games that allows a large number of players to interact with one another in a virtual world, typically featuring role-playing elements where players create characters and embark on quests, engage in combat, and participate in various social activities within the game. The term was coined by Richard Garriott, and MMORPGs have evolved from earlier multi-user games, particularly the MUD genre.",False,[]
179,Muhammad Ali Jinnah founded Pakistan.,False,[]
180,Truax Field international airport is located in Wisconsin.,False,[]
181,A cichlid is a type of fish.,False,[]
182,less than the denominator.,False,[]
183,"In ""Pride and Prejudice,"" Mr. Darcy's first name is Fitzwilliam.",False,[]
184,Felicity Kendal played the character Barbara Good in 'The Good Life'.,False,[]
185,"Urs Buhler, Sebastian Izambard, Carlos Martin, and David Miller comprise the singing group ""Il Divo.""",False,[]
186,"The word ""barber"" is derived from the Latin word ""barba,"" which means ""beard.""",False,[]
187,Ashton Carter succeeded Chuck Hagel as the 25th Secretary of Defense.,False,[]
188,Basutoland is now known as Lesotho.,False,[]
189,"The businesses that operate on the basis of the Rochdale Principles are cooperatives. These are organizations owned and operated by a group of individuals for their mutual benefit, often focusing on providing goods or services that the members need, such as food, housing, or other essential items. The Rochdale Principles serve as foundational ideals for the operation of cooperatives around the world.",False,[]
190,"The pair of films that starred Uma Thurman as ""the Bride,"" Daryl Hannah as her arch-nemesis, and Lucy Liu as ""Cottonmouth"" are ""Kill Bill: Volume 1"" (2003) and ""Kill Bill: Volume 2"" (2004).",False,[]
191,"The passages provided do not specify the name of the current Australian Prime Minister as of 2023. However, as of my last knowledge update in October 2023, the Prime Minister of Australia is Anthony Albanese, who has been in office since May 23, 2022.",False,[]
192,"The passages provided do not mention a specific creature being used as the US Dodge automotive logo in the 1930s-50s, or again in the 1970s-2000s. Instead, they focus on the Fratzog logo, which is a design composed of arrowhead shapes forming a three-pointed star. Therefore, based on the information given, there is no creature associated with the Dodge logo during those time periods.",False,[]
193,"The novel ""Empire of the Sun"" was written by J. G. Ballard in 1984.",False,[]
194,"The 1968 Eurovision Song Contest was held in London, United Kingdom.",False,[]
195,Aconcagua is the highest mountain in the Andes mountain range.,False,[]
196,"Rupert Bear lives in Nutwood, a fictional idyllic English village.",False,[]
197,"Until the introduction of the euro on January 1, 2002, Austria had the schilling as its basic currency unit.",False,[]
198,"The first two Beatles' films, 'A Hard Day's Night' and 'Help!', were directed by Richard Lester.",False,[]
199,"The word for a pile of rocks that marks a hiking trail is ""cairn.""",False,[]
200,The state on the Gulf of Mexico that is nearest the end of the alphabet is Texas.,False,[]
201,"The passages provided do not contain information about the MotoGP World Champion who finished third in the Malaysian Grand Prix on 10 October 2010. Therefore, I cannot answer that question based on the given passages. However, I can provide information from my training data: Jorge Lorenzo was crowned the MotoGP World Champion in 2010.",False,[]
202,The unofficial accolade awarded to the fastest passenger ship to cross the Atlantic in the westbound direction is called the Blue Riband.,False,[]
203,"The first journalist to tell the world about the My Lai massacre was Seymour Hersh. He reported the story on November 12, 1969.",False,[]
204,The founder of Sikhism was Guru Nanak Dev Ji.,False,[]
205,The capital of Taiwan is Taipei.,False,[]
206,The narrow gauge railway ran from Craignure to Torosay Castle on the Isle of Mull.,False,[]
207,The gladiator who famously led a slave revolt against Rome was Spartacus.,False,[]
208,"The year you are looking for is 1947. Al Capone died in 1947, India gained its independence on August 15, 1947, and Princess Elizabeth (now Queen Elizabeth II) married Prince Philip on November 20, 1947.",False,[]
209,The 2014 Commonwealth Games Rugby Sevens tournament was held at Ibrox Stadium.,False,[]
210,Students first enrolled in the Open University in the UK in 1971.,False,[]
211,"The passages provided do not contain information about Maurice Cole being known as a comedian. They primarily discuss two individuals named Maurice Cole, one being a manipulative character and the other an English pianist. Therefore, based on the provided passages, I cannot answer the question regarding Maurice Cole's association with comedy. If you have additional context or information, please provide it.",False,[]
212,"When threatened, an octopus uses ink to intimidate potential predators.",False,[]
213,The first woman to fly solo from England to Australia was Amy Johnson.,False,[]
214,"The original Oktoberfest is celebrated in Munich, Bavaria, Germany.",False,[]
215,The only female candidate in the 2010 Labour leadership contest was Diane Abbott.,False,[]
216,"Manchego cheese comes from Spain, specifically from the La Mancha region.",False,[]
217,"""Sufferin' succotash"" is a catchphrase associated with the cartoon character Sylvester the Cat.",False,[]
218,Clara Petacci was the mistress of the Italian dictator Benito Mussolini.,False,[]
219,The Limpopo River separates Zimbabwe and Botswana from South Africa.,False,[]
220,"The Pritzker Prize is awarded annually to honor a living architect or architects whose built work demonstrates a combination of talent, vision, and commitment, resulting in consistent and significant contributions to humanity and the built environment through the art of architecture.",False,[]
221,The name of the agreement under which passport controls have been abolished in 22 EU and 4 non-EU states is the Schengen Agreement.,False,[]
222,Europe covers about 2% of the Earth's surface.,False,[]
223,"The passages provided do not specifically mention any bird whose feathers are said to bring bad luck if brought into the house. However, they do mention that owls are associated with bad luck, witchcraft, and death in parts of Africa. While this does not directly answer the question about feathers, it suggests that owls may be perceived negatively in certain cultures. If you are looking for a specific bird associated with bad luck in relation to feathers, that information is not explicitly provided in the text.",False,[]
224,"The city of Tbilisi is surrounded by several mountain ranges, primarily bounded to the north by the Saguramo Range and to the south and west by various endings (sub-ranges) of the Trialeti Range. Therefore, you would find Tbilisi in proximity to both the Saguramo Range and the Trialeti Range.",False,[]
225,"The reality TV show you are referring to is ""Big Brother."" It is a format where a group of people live together in a house under constant surveillance, and it first premiered in the Netherlands in 1999.",False,[]
226,"The operation whereby 1,373 U.S. citizens and 5,595 Vietnamese and foreign nationals were evacuated from the South Vietnamese capital of Saigon on 29 and 30 April 1975 was called Operation Frequent Wind.",False,[]
227,"The common name of the cooking ingredient from the hard fat of kidneys and loins of oxen, famously sold under the Atora brand, is ""suet.""",False,[]
228,"The first Winter Paralympics were held in 1976 in Örnsköldsvik, Sweden.",False,[]
229,The currency of Pakistan is the Pakistani Rupee (PKR).,False,[]
230,The last Grand Slam tennis tournament played in a calendar year is the US Open.,False,[]
231,The novelist born in Bombay in 1865 who was awarded the Nobel Prize for Literature in 1907 is Rudyard Kipling.,False,[]
232,The Aztec ruler who was deposed by Cortés was Moctezuma II.,False,[]
233,"The country with the greatest proportion of Hindus in its population, at 80.6%, is Nepal.",False,[]
234,The mountain massif called Maxwell Montes contains the highest point on the surface of the planet Venus.,False,[]
235,"In standard tuning, the 1st string (high E) is tuned to E, and the 6th string (low E) is tuned to E as well. 

When you play the 12th fret on the 1st string, you will be playing the note E an octave higher (which is also E). 

Similarly, when you play the 12th fret on the 6th string, you will also be playing the note E (the same pitch as the open 1st string, but one octave lower).

Therefore, the note at the 12th fret of both the 1st and 6th strings of a standard-tuned 6-string guitar is E.",False,[]
236,The US actor who married 40-year-old make-up artist Arlene Silver in 2012 at the age of 86 is Dick Van Dyke.,False,[]
237,You would find Half Dome in Yosemite National Park.,False,[]
238,"The title of the final and unfinished novel by Charles Dickens is ""The Mystery of Edwin Drood.""",False,[]
239,"The group Exile had a 70s No 1 hit with ""Kiss You All Over.""",False,[]
240,"The game show you are referring to is ""Fort Boyard.""",False,[]
241,Marie Curie was born in Poland.,False,[]
242,"The country you are describing is Algeria. It is bordered by Tunisia to the northeast, Libya to the east, Niger to the southeast, Mali to the southwest, Mauritania to the west, Western Sahara to the southwest, Morocco to the northwest, and the Mediterranean Sea to the north. Algeria is the largest country in Africa and the largest country on the Mediterranean Sea.",False,[]
243,"In Italian cookery, soft dumplings made from semolina or wheat flour are called ""gnocchi di semolino.""",False,[]
244,"The Cybermen were first introduced in the 1966 episode of ""Doctor Who.""",False,[]
245,"The pop group that reached Number One in the UK charts with ""Sad Sweet Dreamer"" in October 1974 is Sweet Sensation.",False,[]
246,Charlotte Edwards is associated with cricket.,False,[]
247,"The first British football team to win the European Cup was Manchester United, who defeated Benfica 4–1 after extra time.",False,[]
248,The French town of Bordeaux lies on the Garonne River.,False,[]
249,King Charles II nicknamed the Colony of Virginia 'Old Dominion' for its loyalty to the Crown during the Commonwealth.,False,[]
250,"The story titled ""The Babysitter Murders"" eventually became the film ""Halloween.""",False,[]
251,"The rodent that rears its young, called kittens, in a nest called a drey is the ringtail possum.",False,[]
252,"The passages provided do not specify who the first ""Sportsman of the Year"" was for ""Sports Illustrated"" magazine. To find this information, you would need to look up the history of the award. However, based on general knowledge, the first ""Sportsman of the Year"" award was given in 1954 to Roger Bannister.",False,[]
253,"The main international cricket competitions are Test matches, One-Day Internationals (ODI), and Twenty20 matches.",False,[]
254,"The US state that ended prohibition in November 1948, after having a law in place for 68 years, is Colorado.",False,[]
255,"In the game of Bingo, ""Get up and run"" represents the number 75.",False,[]
256,"The final battle of King Arthur, at which he was mortally wounded, was the Battle of Camlann.",False,[]
257,The European nation that was the colonial power of Indonesia for 350 years until officially ceding control in December 1949 was the Netherlands.,False,[]
258,"The song ""Second Hand Rose"" is associated with Fanny Brice, but the passages provided do not specify a particular musical that features the song. It is known to be part of Fanny Brice's performances and has been included in various revues and shows, but without additional context, a specific musical cannot be identified from the passages alone.",False,[]
259,Rathlin Island was a refuge to King Robert I of Scotland in 1306.,False,[]
260,"The title given to the daughters of the Kings of Spain and Portugal who were not the heir to the throne is ""Infanta.""",False,[]
261,"Friedrich Miescher was the first to identify and isolate nucleic acids, which he initially called ""nuclein,"" in 1869.",False,[]
