id,api_output,bleu_score,true_answer
10,"The South Asian Association for Regional Cooperation (SAARC) was formed on December 8, 1985.",0.018738720292863827,"['December 1985', '8 December 1985']"
11,"After the American Revolutionary War, Florida was returned to Spain. The Treaty of Paris in 1783, which ended the war, ceded Florida back to Spain, which had previously lost it to Britain in 1763.",0.007313425995364251,"['Florida', 'Menorca']"
12,"Clash Royale was released in the United States on March 2, 2016.",0.1777835117834348,"['March 2 , 2016']"
13,"The pH scale typically ranges from 0 to 14, with 7 being neutral. Values below 7 indicate acidity, while values above 7 indicate alkalinity (basicity). The highest value on the pH scale is generally considered to be 14, which represents a very strong base. However, in theory, pH values can exceed 14 in extremely concentrated alkaline solutions, but such values are not commonly encountered in typical situations.",0.004123736633351873,['greater than 14']
14,"In Season 2 of ""The Originals,"" several significant characters meet their demise. Notably:

1. **Marcel Gerard** - Although he survives the season, he faces significant challenges and confrontations that put him in danger.
2. **Aiden** - He dies in Season 2, sacrificing himself to protect his friends and loved ones.
3. **Klaus Mikaelson** - While Klaus does not die in Season 2, he faces numerous threats and confrontations that put him at risk.

The season is filled with intense drama and conflict, leading to various character arcs and developments. If you have a specific character in mind or need more details, feel free to ask!",0,['Kol']
15,"The phrase ""I'll gladly pay you Tuesday"" is famously associated with the character J. Wellington Wimpy from the comic strip ""Popeye,"" created by Elzie Crisler Segar. Wimpy is known for his love of hamburgers and his tendency to promise payment for them later, specifically on Tuesday.",0.005598996258250374,['Wimpy']
16,"A toddler is typically defined as a child between the ages of 1 and 3 years old. Once a child reaches the age of 3, they are generally considered to be in the preschool or early childhood stage, moving beyond the toddler phase.",0,['36 months']
17,"During the Great Depression in the 1930s, the U.S. economy experienced a severe and prolonged economic downturn characterized by widespread unemployment, significant declines in industrial production, a sharp drop in consumer spending, and a collapse of the banking system. The stock market crash of 1929 marked the beginning of this period, leading to a loss of confidence in the economy. 

Key features of the Great Depression included:

1. **High Unemployment**: Unemployment rates soared, reaching about 25% at the peak of the depression. Millions of Americans were out of work, and many families faced extreme poverty.

2. **Bank Failures**: Thousands of banks failed, leading to the loss of savings for many individuals and businesses. This contributed to a lack of trust in financial institutions.

3. **Deflation**: Prices for goods and services fell, leading to deflation, which further exacerbated the economic situation as businesses struggled to maintain profits.

4. **Decline in Industrial Output**: Industrial production plummeted, with many factories closing or operating at reduced capacity.

5. **Agricultural Collapse**: Farmers faced plummeting prices for their crops, leading to widespread farm foreclosures and the Dust Bowl, which devastated agricultural regions.

6. **Government Response**: The federal government, under President Franklin D. Roosevelt, implemented a series of programs and reforms known as the New Deal aimed at economic recovery, job creation, and social welfare.

The Great Depression had a profound impact on American society and the economy, leading to changes in government policy and the role of the federal government in economic affairs.",0.0012563098278917815,"['an economic recession', 'economic recession', 'recession']"
18,"Día de los Muertos, or Day of the Dead, is celebrated throughout Mexico, with each region having its own unique customs and traditions. Some of the most notable places where the celebration is particularly vibrant include:

1. **Oaxaca**: Known for its elaborate altars and colorful parades, Oaxaca hosts one of the most famous Día de los Muertos celebrations in the country.

2. **Mexico City**: The capital features large public celebrations, including parades, street festivals, and events in cemeteries where families gather to honor their deceased loved ones.

3. **Pátzcuaro**: In Michoacán, this town is famous for its traditional celebrations, including the lighting of candles on the lake and the decoration of graves.

4. **Guadalajara**: The city hosts various events, including art exhibitions and cultural performances, celebrating the rich traditions of Día de los Muertos.

5. **San Miguel de Allende**: This colonial town features vibrant celebrations, including parades and altars, attracting both locals and tourists.

6. **Xochimilco**: Known for its canals, this area of Mexico City has traditional celebrations with colorful boats, music, and food.

7. **Tzintzuntzan**: Another town in Michoacán, it is known for its ancient ruins and traditional celebrations that attract many visitors.

These celebrations typically include creating altars (ofrendas), decorating graves, and participating in various cultural activities that honor the deceased. Each region's unique customs contribute to the rich tapestry of Día de los Muertos celebrations across Mexico.",0.005333281264046348,"['the Central and South regions', 'October 31', 'throughout Mexico , in particular the Central and South regions']"
19,"As of my last update in October 2023, the Pittsburgh Steelers lost to the Kansas City Chiefs in the playoffs during the 2021 NFL season. The game took place in the Wild Card round on January 16, 2022, and the Chiefs won 42-21. If you are referring to the 2022 NFL playoffs, please check the latest sources for the most accurate information.",0,['New England Patriots']
20,"The French Declaration of the Rights of Man and of the Citizen was primarily drafted by the Marquis de Lafayette, with significant contributions from other members of the National Assembly, including Thomas Jefferson, who influenced its principles. The declaration was adopted on August 26, 1789, during the French Revolution and is a foundational document that outlines individual and collective rights.",0.01610510716714463,"['Lafayette', 'Thomas Jefferson', 'Honoré Mirabeau', 'General Lafayette , ( sometimes with Thomas Jefferson ) and Honoré Mirabeau .', 'General Lafayette']"
21,"The head of the Spanish Inquisition was known as the ""Inquisitor General."" The most famous Inquisitor General was Tomás de Torquemada, who served from 1483 to 1498. He played a significant role in the establishment and expansion of the Inquisition in Spain, particularly targeting converted Jews and Muslims suspected of heresy. The position of Inquisitor General was held by various individuals over the years, but Torquemada is often the most recognized figure associated with the Spanish Inquisition.",0.020141005259553053,"['Dominican Tomás de Torquemada', 'Grand Inquisitor', 'Tomás de Torquemada', 'the Spanish Dominican Tomás de Torquemada']"
22,"In the film ""Once Upon a Time in Venice,"" Spyder is a character played by Jason Momoa. He is depicted as a tough and menacing gang member who becomes involved in a conflict with the main character, Steve Ford, portrayed by Bruce Willis. The film is a comedic action movie that revolves around Steve's efforts to retrieve his stolen dog, leading him into various misadventures and confrontations with different characters, including Spyder. The film blends elements of comedy, action, and crime, showcasing the challenges Steve faces in his quest.",0.006649153442792572,['Jason Momoa']
23,"When blood leaves the pulmonary artery, it is directed towards the lungs. The pulmonary artery carries deoxygenated blood from the right ventricle of the heart to the lungs, where carbon dioxide is exchanged for oxygen. In the lungs, the blood travels through smaller branches of the pulmonary artery, eventually reaching the pulmonary capillaries surrounding the alveoli (air sacs). Here, the blood releases carbon dioxide and absorbs oxygen, becoming oxygenated. After this gas exchange, the oxygen-rich blood returns to the heart through the pulmonary veins, entering the left atrium.",0.009486095168960864,"['lungs', 'The pulmonary vein', 'into smaller pulmonary arteries that spread throughout the lungs']"
24,"A McChicken sandwich from McDonald's typically includes the following ingredients:

- A breaded and fried chicken patty
- Mayonnaise
- Shredded lettuce
- A sesame seed bun

Some variations or regional versions may include additional toppings or sauces, but the classic McChicken consists of these basic components.",0.025537226969275257,"['a toasted wheat bun', 'a breaded chicken patty', 'shredded lettuce', 'mayonnaise', 'toasted wheat bun', 'breaded chicken patty', 'a toasted wheat bun , a breaded chicken patty , shredded lettuce , and mayonnaise']"
25,"Puss in Boots, a character from the ""Shrek"" franchise and his own spin-off film, is often depicted as having grown up with a character named Humpty Dumpty. In the ""Puss in Boots"" movie released in 2011, their backstory reveals that they were childhood friends who had a complicated relationship as they grew up. Humpty Dumpty plays a significant role in the plot, influencing Puss's journey and character development.",0.011926881457242538,"['Humpty Alexander Dumpty', 'Humpty Dumpty', 'Kitty Softpaws', 'Humpty Alexander Dumpty , a talking egg']"
26,"The Oscar for Best Picture in 1976 was awarded to ""One Flew Over the Cuckoo's Nest."" The film, directed by Milos Forman and based on the novel by Ken Kesey, starred Jack Nicholson and Louise Fletcher. It is notable for winning the ""Big Five"" Academy Awards: Best Picture, Best Director, Best Actor, Best Actress, and Best Adapted Screenplay.",0,['Rocky']
27,"The Four Seasons Hotel Las Vegas is owned by the Four Seasons Hotels and Resorts, which is a luxury hotel management company. However, the hotel is located within the Mandalay Bay Resort and Casino, which is owned by MGM Resorts International. The Four Seasons operates as a separate entity within the Mandalay Bay complex.",0.02140461308508528,['MGM Resorts International']
28,"""Our God Is an Awesome God"" was written and originally performed by Rich Mullins in 1988. The song has since been covered by various artists and has become a popular contemporary Christian worship song.",0.01693542154518793,['Rich Mullins']
29,"Aluminum wiring was commonly used in residential construction in Ontario and other parts of North America from the late 1960s until the early 1970s. However, due to safety concerns related to its tendency to expand and contract, which can lead to loose connections and increased fire risk, its use began to decline. By the mid-1970s, the Canadian Electrical Code started to impose stricter regulations, and the use of aluminum wiring in new residential construction largely ceased. If you are dealing with a property that may have aluminum wiring, it is advisable to have it inspected by a qualified electrician to ensure safety.",0.003063658464949826,['mid-1970s']
30,"The song ""Two Pints of Lager and a Packet of Crisps Please"" is performed by the British band **Squeeze**. It was released in 1978 and is one of their well-known tracks. If you have any more questions about the song or the band, feel free to ask!",0,"['Splodgenessabounds', 'Christian Henson']"
31,"As of 2023, ""Dancing on Ice"" is filmed at the ITV studios in Bovingdon, Hertfordshire, England. The show typically takes place in a specially constructed ice rink at the studios. If you need more specific details or updates, feel free to ask!",0.007851617416546584,"['RAF Bovingdon', 'a purpose - built studio at RAF Bovingdon']"
32,"The next Commonwealth Games are scheduled to be held in 2026. The host cities for the event will be Birmingham, England, and several other locations in the West Midlands. The games are set to take place from July 27 to August 7, 2026.",0.00938700255397146,"['2022', 'between 27 July and 7 August 2022']"
33,"In Greek mythology, the heroes who helped recapture Mycenae were Orestes and his sister Electra. After the death of their father, Agamemnon, they sought to avenge him and reclaim their rightful place. With the support of allies, including the warrior Pylades, Orestes ultimately returned to Mycenae and took revenge on their mother, Clytemnestra, and her lover, Aegisthus, leading to the recapture of Mycenae.",0.004309369973332364,['Aegisthus']
34,"The gallbladder is situated in the upper right quadrant of the abdomen, beneath the liver. It is a small, pear-shaped organ that stores bile, which is produced by the liver and helps in the digestion of fats. The gallbladder is located on the posterior side of the liver, and it connects to the bile ducts that transport bile to the small intestine.",0.01870613531933613,['beneath the liver']
35,"Jill Bigelow in ""Line of Duty"" is played by actress Polly Walker.",0.03868052697542155,['Polly Walker']
36,"The World Cup of Hockey was last held in 2016, and as of my last update in October 2023, there hasn't been a confirmed date for the next tournament. The event is typically organized by the NHL and the NHL Players' Association, and there have been discussions about a potential future tournament. For the most current information, I recommend checking the official NHL website or other reliable sports news sources.",0,['2020']
37,"The President of the United States is served by a team of chefs who work in the White House kitchen. This team is part of the White House Executive Residence staff and is responsible for preparing meals for the president, their family, and official guests. The head chef, often referred to as the White House Executive Chef, oversees the kitchen operations and menu planning, which can include everything from formal state dinners to casual family meals. The chefs often accommodate dietary preferences and restrictions, ensuring that meals are both enjoyable and suitable for the president and their guests.",0.031079186109816435,"['White House Executive Chef', 'Cristeta Comerford', 'The White House Executive Chef']"
38,"The first baseball player to be featured on a postage stamp was Lou Gehrig. He was honored on a stamp issued by the U.S. Postal Service in 1989 as part of the ""Legends of Baseball"" series.",0,['Jackie Robinson']
39,"In the television series ""Once Upon a Time,"" Emma Swan, portrayed by Jennifer Morrison, has a romantic relationship with Captain Hook, also known as Killian Jones, played by Colin O'Donoghue. Their relationship develops over the course of the series, and they become a central couple in the storyline.",0.005354194904142114,['Hook']
40,"The 2018 Oscar nominations were announced on January 23, 2018. The ceremony itself took place on March 4, 2018. If you have any more questions about the Oscars or related topics, feel free to ask!",0.03690946658417174,"['January 23 , 2018', 'Tuesday , January 23 , 2018']"
41,"The phrase ""she's going to change the world"" is often associated with Chris Cornell's song ""When I'm Down."" In this song, Cornell expresses themes of hope, resilience, and the potential for change. His lyrics often reflect deep emotional experiences and a desire for transformation, both personally and in a broader sense. If you're looking for a specific analysis or more information about the song or its themes, feel free to ask!",0.003762811844146577,"[""Ca n't Change Me""]"
42,"""The Remains of the Day,"" released in 1993 and directed by James Ivory, was primarily filmed in the United Kingdom. Key filming locations included:

1. **Hatfield House** in Hertfordshire, which served as the exterior of Darlington Hall.
2. **The Cotswolds**, particularly in locations like the village of Chipping Campden, which provided picturesque English countryside settings.
3. **Various locations in England**, including some scenes shot in the Lake District.

These locations helped create the film's evocative atmosphere, reflecting the themes of memory and loss central to the story.",0.004585586835200742,"['Dyrham Park', 'Powderham Castle', 'Corsham Court', 'Badminton House', 'Weston - super-Mare', 'Limpley Stoke', 'the George Inn , Norton St Philip .', 'George Inn , Norton St Philip', 'A number of English country estates']"
43,"The winner of ""So You Think You Can Dance"" Season 13 was **Gino Cosculluela**. He was crowned the champion during the finale that aired in 2016.",0.008377152169377823,"['Kida', ""Leon `` Kida '' Burns""]"
44,"The song ""You're Welcome"" from the movie *Moana* is performed by Dwayne Johnson, who voices the character Maui in the film.",0.02180253718661863,"['Dwayne Johnson', 'Lin - Manuel Miranda', 'Jordan Fisher']"
45,"The standard rate of Value Added Tax (VAT) in the UK changed from 17.5% to 20% on January 4, 2011. This increase was part of the government's measures to reduce the budget deficit.",0.00869717822873302,['4 January 2011']
46,"""Only Love Can Break Your Heart"" is a song by Neil Young, released in 1970 on his album ""After the Gold Rush."" It has also been covered by various artists, including the British band Badly Drawn Boy. If you are referring to a specific version or artist, please provide more details!",0.010777717676423744,['Neil Young']
47,"The actor who plays Hagrid in the Harry Potter films is Robbie Coltrane. He is approximately 6 feet 1 inch (185 cm) tall. However, Hagrid's character is portrayed as being much larger than life, often depicted as being around 8 feet tall, thanks to special effects and props.",0,['6ft 1in']
48,"In the 1984 United States presidential election, the incumbent Vice President George H.W. Bush ran as the Republican candidate alongside President Ronald Reagan. On the Democratic side, the candidate was Walter Mondale, who selected Geraldine Ferraro as his running mate, making her the first woman to be nominated for vice president by a major U.S. political party.",0.07490310090112194,"['Ferraro', 'Congresswoman Ferraro', 'Vice President George H.W. Bush', 'George H.W. Bush', ""Geraldine Anne `` Gerry '' Ferraro""]"
49,"As of my last knowledge update in October 2023, the ""Defense Against the Dark Arts"" teacher at Hogwarts School of Witchcraft and Wizardry varies depending on the book or film in the Harry Potter series. In the original series, different characters held the position in each book, including Quirinus Quirrell, Gilderoy Lockhart, Remus Lupin, Dolores Umbridge, Severus Snape, and Amycus Carrow. 

If you are referring to a specific adaptation, such as a play, video game, or fan fiction, please provide more context, and I can help you better!",0.006535242727389857,['Amycus Carrow']
50,"The River Thames begins at Thames Head in Gloucestershire, England, and flows through several counties before emptying into the North Sea at the Thames Estuary near Southend-on-Sea. The total length of the river is approximately 215 miles (346 kilometers).",0.006626589205134352,"['Lighthouse Cove', 'Near Tavistock']"
51,"As of my last update in October 2023, the Democratic Party held a majority in the Senate, while the Republican Party had a majority in the House of Representatives. However, political dynamics can change rapidly due to elections, resignations, or other factors. For the most current information, it's best to check a reliable news source or the official congressional website.",0.00456847385554301,['Republican']
52,"King Théoden in ""The Lord of the Rings"" film trilogy was portrayed by actor Bernard Hill. He played the character in all three films directed by Peter Jackson: ""The Fellowship of the Ring,"" ""The Two Towers,"" and ""The Return of the King.""",0.011835014947996634,['Bernard Hill']
53,"""Rick and Morty"" typically airs on Adult Swim, which is the late-night programming block of Cartoon Network. New episodes usually premiere on Sundays at 11:00 PM ET. However, the schedule can vary, especially during different seasons or special events, so it's always a good idea to check your local listings or the Adult Swim website for the most accurate and up-to-date information.",0,['late - night']
54,"Epidemiologists attempt to explain the link between health and various variables, including:

1. **Demographic Factors**: Age, sex, race, ethnicity, and socioeconomic status can influence health outcomes and disease prevalence.

2. **Behavioral Factors**: Lifestyle choices such as diet, physical activity, smoking, alcohol consumption, and drug use can significantly impact health.

3. **Environmental Factors**: Exposure to pollutants, living conditions, occupational hazards, and access to clean water and sanitation can affect health.

4. **Genetic Factors**: Hereditary conditions and genetic predispositions can play a role in an individual's susceptibility to certain diseases.

5. **Healthcare Access**: Availability and quality of healthcare services, insurance coverage, and health literacy can influence health outcomes.

6. **Social Determinants of Health**: Factors such as education, income, social support, and community safety can impact health and well-being.

7. **Infectious Agents**: The presence of pathogens (bacteria, viruses, parasites) and their transmission dynamics are crucial in understanding disease outbreaks.

8. **Psychosocial Factors**: Stress, mental health, and social networks can influence physical health and disease progression.

By analyzing these variables, epidemiologists can identify risk factors, understand disease patterns, and develop strategies for prevention and intervention.",0.0023618912203337743,"['disease conditions in defined populations', 'biological agents', 'stress', 'chemicals', 'alcohol', 'smoking']"
55,"In ""Air Bud: World Pup,"" the character Emma is played by actress Caitlin Wachs. The film is the third installment in the Air Bud series and was released in 2000.",0,['Brittany Paige Bouck']
56,"The ""AA"" on a license plate can have different meanings depending on the context and the region. Here are a few possibilities:

1. **Alabama**: In the United States, ""AA"" could refer to a specific designation for a license plate in Alabama, often used for certain types of vehicles or registrations.

2. **Alcoholics Anonymous**: In some contexts, ""AA"" might refer to Alcoholics Anonymous, although this is less common on license plates.

3. **Automobile Association**: In some countries, ""AA"" could stand for the Automobile Association, which is an organization that provides services to motorists.

4. **Custom Plates**: In some places, individuals may choose ""AA"" as part of a personalized or vanity license plate.

If you have a specific region or country in mind, please provide that information for a more precise answer.",0.00269481829487083,"['cars of the royal family', 'reserved for cars of the royal family']"
57,"In Homer's ""Odyssey,"" the Phaeacians live on the island of Scheria. This mythical island is known for its advanced civilization and is inhabited by a seafaring people who are skilled in navigation and shipbuilding. The Phaeacians play a crucial role in Odysseus's journey home, as they provide him with hospitality and ultimately help him return to Ithaca after his long adventures. The king of the Phaeacians is Alcinous, and his daughter, Nausicaa, is instrumental in assisting Odysseus during his stay on the island.",0.004598757214908474,"['Scheria', 'Scheria ( / ˈskɛriə / ; Ancient Greek : Σχερίη or Σχερία ) -- also known as Scherie or Phaeacia']"
58,"As of my last update in October 2023, specific dates for future seasons of ""Big Brother,"" including any winter editions, had not been officially announced. For the most accurate and up-to-date information, I recommend checking the official ""Big Brother"" website or following their social media channels.",0.005514743143838301,"['February 7 , 2018', 'set to premiere on February 7 , 2018']"
59,"The Greek figure who flew too close to the sun is Icarus. According to mythology, Icarus and his father, Daedalus, escaped from Crete using wings made of feathers and wax. Despite his father's warnings not to fly too high, Icarus became overconfident and flew too close to the sun, causing the wax in his wings to melt. As a result, he fell into the sea and drowned. This story serves as a cautionary tale about hubris and the consequences of ignoring wise advice.",0.0035255989562129946,['Icarus']
60,"The GNU initiative is credited to Richard Stallman, who launched the project in 1983. The goal of the GNU project was to develop a free Unix-like operating system, and it played a significant role in the free software movement. Stallman's vision emphasized the importance of software freedom and the right of users to run, modify, and share software. The GNU General Public License (GPL), created by Stallman, has also been a foundational element in promoting and protecting free software.",0.007504823888119833,['Richard Stallman']
61,"""Antigone"" was written by the ancient Greek playwright Sophocles. He was born around 497/6 BC and died around 406/5 BC. Sophocles is one of the three ancient Greek tragedians whose works have survived to this day, alongside Aeschylus and Euripides.",0.007736519969200231,"['Sophocles', 'winter 406 / 5 BC', 'c. 497 / 6 -- winter 406 / 5 BC', 'c. 497 / 6']"
62,"General Hux in ""Star Wars: The Last Jedi"" is played by actor Domhnall Gleeson.",0.03265830837077511,['Domhnall Gleeson']
63,"In the television show ""Taarak Mehta Ka Ooltah Chashmah,"" the character Daya is played by actress Disha Vakani.",0.027161021034885234,['Disha Vakani']
64,"The Philadelphia Eagles last appeared in the Super Bowl on February 4, 2018, during Super Bowl LII. They played against the New England Patriots and won the game 41-33, marking the franchise's first Super Bowl victory.",0,"['2017 season', '2017']"
65,"""I Can't Help Falling in Love with You"" was famously recorded by Elvis Presley. The song was released in 1961 and has since become one of his signature songs. It was originally featured in the film ""Blue Hawaii."" The song has been covered by many artists over the years, but Presley's version remains the most well-known.",0.009901229088371018,['Elvis Presley']
66,"The 2010 film ""The Karate Kid,"" starring Jaden Smith and Jackie Chan, primarily takes place in Beijing, China. The story follows Dre Parker (played by Jaden Smith) as he moves to China with his mother and learns martial arts from Mr. Han (played by Jackie Chan) to defend himself against bullies. The film showcases various locations in Beijing, highlighting the city's culture and landscapes.",0.01662311466432428,"['Beijing , China', 'Beijing', 'China']"
67,"""Varsity Blues"" was released on January 15, 1999.",0.21200626759025185,"['1999', 'January 15 , 1999']"
68,"The fifth season of ""America's Got Talent"" was won by Michael Grimm. He was a singer and musician who captivated the audience and judges with his performances throughout the competition.",0.019708844215478794,"['Soul singer Michael Grimm', 'Michael Grimm']"
69,"The Church of the Holy Sepulchre in Jerusalem is traditionally opened by the Greek Orthodox Patriarch of Jerusalem, who has the primary responsibility for the church. However, the church is also shared by several other Christian denominations, including the Roman Catholic Church and the Armenian Apostolic Church, among others. The management and access to the church are governed by a status quo arrangement that has been in place since the 19th century, which outlines the rights and responsibilities of each denomination regarding the church.",0.0036232204475713896,"['the Sunni Muslim family', 'the Joudeh Al - Goudia family', 'the Nusaybah family']"
70,"The first recipient of the Jnanpith Award was G. Sankara Kurup, who was honored in 1965 for his contributions to Malayalam literature.",0.011199617145528714,['Malayalam']
71,"The character Dr. Donald ""Ducky"" Mallard on the television show ""NCIS"" is portrayed by actor David McCallum.",0.027161021034885234,['David McCallum']
72,"In the ""Dragon Age"" series, the character Alistair is voiced by actor and voice director Greg Ellis. He provides the voice for Alistair in ""Dragon Age: Origins"" and its subsequent expansions.",0,['Steve Valentine']
73,"For complaints of sudden chest pain, patients should seek immediate medical attention. If the chest pain is severe, persistent, or accompanied by other symptoms such as shortness of breath, sweating, nausea, or pain radiating to the arm, jaw, or back, it may indicate a serious condition such as a heart attack. 

While waiting for medical help, if the patient has a prescribed nitroglycerin for angina, they may take it as directed. However, it is crucial not to self-medicate or delay seeking emergency care. Always prioritize calling emergency services or going to the nearest hospital.",0,['Aspirin']
74,The main artery that carries blood from the heart to the body is called the aorta.,0.034430441335820114,"['The aorta', 'aorta']"
75,Season 4 of *The Flash* consists of 23 episodes.,0.04774753205784679,"['23', '23 episodes', '19']"
76,"In the 1996 live-action film ""101 Dalmatians,"" the character of Cruella de Vil was played by Glenn Close. She reprised the role in the 2000 sequel, ""102 Dalmatians.""",0.017360570848147464,['Glenn Close']
77,"When one phosphate group is removed from adenosine triphosphate (ATP), the breakdown product formed is adenosine diphosphate (ADP). This reaction typically releases energy that can be used by the cell for various biological processes. The reaction can be summarized as follows:

ATP → ADP + Pi

where Pi represents inorganic phosphate.",0.07115473177343401,"['adenosine diphosphate ( ADP )', 'an inorganic phosphate , orthophosphate ( P )', 'adenosine diphosphate ( ADP ) and an inorganic phosphate , orthophosphate ( P )']"
78,"""Say You Won't Let Go"" is a song by British singer James Arthur. It was released in 2016 and became one of his most popular tracks.",0.02972570016905764,"['James Arthur', 'British singer and songwriter James Arthur']"
79,"The powers not given to the federal government by the Constitution are reserved for the states or the people. This principle is established in the Tenth Amendment to the United States Constitution, which states: ""The powers not delegated to the United States by the Constitution, nor prohibited by it to the States, are reserved to the States respectively, or to the people."" This amendment emphasizes the federal structure of the government and the importance of state sovereignty.",0.03871384728881926,['the states or the people']
80,"In ""Little House on the Prairie,"" the character Solomon was portrayed by actor James McMurtry. He appeared in the episode titled ""Dark Sage,"" which is part of the series' second season. The episode addresses themes of racism and medical ethics, as Solomon is a Black doctor who faces prejudice in the community.",0,['Todd Bridges']
81,"In 1756, the king of England was King George II. He reigned from 1727 until his death in 1760.",0.027161021034885234,['George II']
82,"Fingerprinting was first used by the police in the late 19th century. The first systematic use of fingerprints for criminal identification is attributed to Sir Edward Henry in 1897 in England. However, the practice of using fingerprints for identification dates back even earlier, with some evidence of their use in ancient Babylon and by the Chinese. The modern forensic application of fingerprinting began to take shape in the late 1800s, leading to its adoption by police forces around the world.",0.005000474026233823,"['In 1840', 'the early 20th century']"
83,"Marnie Simpson makes her return to ""Geordie Shore"" in Season 14, Episode 1. She rejoined the cast after a break from the show, bringing her signature drama and personality back to the group. If you need more details about her storyline or any specific events in that episode, feel free to ask!",0,['5']
84,"The ""Back in Black"" album was performed by the Australian rock band AC/DC, featuring lead vocals by Brian Johnson. This album, released in 1980, was the first to feature Johnson after the death of the band's previous lead singer, Bon Scott. The album is one of AC/DC's most famous and successful works.",0.010467939329359709,"['Brian Johnson', 'Malcolm Young', 'Cliff Williams']"
85,The UEFA Champions League final in 2016 was won by Real Madrid. They defeated Atlético Madrid in a penalty shootout after the match ended 1-1 after extra time. This victory marked Real Madrid's 11th Champions League title.,0.015433801675768457,['Real Madrid']
86,"""The Glass Castle,"" released in 2017 and based on Jeannette Walls' memoir of the same name, was primarily filmed in various locations in the United States. Key filming locations included:

1. **North Carolina** - Many scenes were shot in and around Wilmington, which served as a backdrop for the film's setting.
2. **New York** - Some scenes were also filmed in New York City, reflecting the urban aspects of Jeannette Walls' life.

These locations helped to capture the different environments depicted in the story, from rural settings to urban landscapes.",0.003561908149674257,"['Welch , West Virginia', 'in Welch , West Virginia']"
